Time Stamp,Schedule(MW),Drawl(MW),OD/UD(MW),Demand(MW), Total SSGS(MW),UP Thermal Generation (MW),IPP Thermal Generation (MW), UP Hydro Generation (MW),Co-gen/CPP Generation (MW),RE/Solar Generation (MW), Frequency (Hz),Deviation Rate (Paise/Unit)
2019-04-25 10:05:40.687495, 6294 , 6221 , -73 , 15615 , 9394 , 3961 , 4648 , 415 , 600 , 31 , 50.03 , 121.99 
2019-04-25 10:06:12.339152, 6294 , 6221 , -73 , 15615 , 9394 , 3961 , 4648 , 415 , 600 , 31 , 50.03 , 121.99 
2019-04-25 10:06:42.689441, 6294 , 6221 , -73 , 15615 , 9394 , 3961 , 4648 , 415 , 600 , 31 , 50.03 , 121.99 
2019-04-25 10:07:12.557405, 6294 , 6221 , -73 , 15615 , 9394 , 3961 , 4648 , 415 , 600 , 31 , 50.03 , 121.99 
2019-04-25 10:07:45.163768, 6294 , 6221 , -73 , 15615 , 9394 , 3961 , 4648 , 415 , 600 , 31 , 50.03 , 121.99 
2019-04-25 10:08:15.645259, 6294 , 6221 , -73 , 15615 , 9394 , 3961 , 4648 , 415 , 600 , 31 , 50.03 , 121.99 
2019-04-25 10:08:41.197093, 6294 , 6221 , -73 , 15615 , 9394 , 3961 , 4648 , 415 , 600 , 31 , 50.03 , 121.99 
2019-04-25 10:09:12.020261, 6294 , 6221 , -73 , 15615 , 9394 , 3961 , 4648 , 415 , 600 , 31 , 50.03 , 121.99 
2019-04-25 10:09:42.148718, 6294 , 6091 , -203 , 15463 , 9372 , 3975 , 4591 , 436 , 600 , 31 , 49.95 , 459.67 
2019-04-25 10:10:11.917227, 6294 , 6091 , -203 , 15463 , 9372 , 3975 , 4591 , 436 , 600 , 31 , 49.95 , 459.67 
2019-04-25 10:10:42.997269, 6294 , 6091 , -203 , 15463 , 9372 , 3975 , 4591 , 436 , 600 , 31 , 49.95 , 459.67 
2019-04-25 10:11:19.096945, 6294 , 6091 , -203 , 15463 , 9372 , 3975 , 4591 , 436 , 600 , 31 , 49.95 , 459.67 
2019-04-25 10:11:42.795717, 6294 , 6091 , -203 , 15463 , 9372 , 3975 , 4591 , 436 , 600 , 31 , 49.95 , 459.67 
2019-04-25 10:12:15.785550, 6294 , 6091 , -203 , 15463 , 9372 , 3975 , 4591 , 436 , 600 , 31 , 49.95 , 459.67 
2019-04-25 10:12:43.282186, 6294 , 6091 , -203 , 15463 , 9372 , 3975 , 4591 , 436 , 600 , 31 , 49.95 , 459.67 
2019-04-25 10:13:10.051027, 6294 , 6091 , -203 , 15463 , 9372 , 3975 , 4591 , 436 , 600 , 31 , 49.95 , 459.67 
2019-04-25 10:13:39.204726, 6294 , 6091 , -203 , 15463 , 9372 , 3975 , 4591 , 436 , 600 , 31 , 49.95 , 459.67 
2019-04-25 10:14:09.279970, 6294 , 6091 , -203 , 15463 , 9372 , 3975 , 4591 , 436 , 600 , 31 , 49.95 , 459.67 
2019-04-25 10:14:39.119855, 6294 , 6163 , -131 , 15480 , 9318 , 3962 , 4558 , 428 , 600 , 31 , 49.99 , 335.92 
2019-04-25 10:15:10.468338, 6294 , 6163 , -131 , 15480 , 9318 , 3962 , 4558 , 428 , 600 , 31 , 49.99 , 335.92 
2019-04-25 10:15:40.140983, 6294 , 6163 , -131 , 15480 , 9318 , 3962 , 4558 , 428 , 600 , 31 , 49.99 , 335.92 
2019-04-25 10:16:12.218501, 6294 , 6163 , -131 , 15480 , 9318 , 3962 , 4558 , 428 , 600 , 31 , 49.99 , 335.92 
2019-04-25 10:16:40.757347, 6294 , 6163 , -131 , 15480 , 9318 , 3962 , 4558 , 428 , 600 , 31 , 49.99 , 335.92 
2019-04-25 10:17:09.616904, 6294 , 6163 , -131 , 15480 , 9318 , 3962 , 4558 , 428 , 600 , 31 , 49.99 , 335.92 
2019-04-25 10:17:40.924856, 6294 , 6163 , -131 , 15480 , 9318 , 3962 , 4558 , 428 , 600 , 31 , 49.99 , 335.92 
2019-04-25 10:18:11.651175, 6294 , 6163 , -131 , 15480 , 9318 , 3962 , 4558 , 428 , 600 , 31 , 49.99 , 335.92 
2019-04-25 10:18:41.871821, 6294 , 6163 , -131 , 15480 , 9318 , 3962 , 4558 , 428 , 600 , 31 , 49.99 , 335.92 
2019-04-25 10:19:09.002733, 6294 , 6163 , -131 , 15480 , 9318 , 3962 , 4558 , 428 , 600 , 31 , 49.99 , 335.92 
2019-04-25 10:19:39.182309, 6515 , 6110 , -405 , 15384 , 9274 , 3966 , 4508 , 430 , 600 , 31 , 49.90 , 645.31 
2019-04-25 10:20:09.900107, 6515 , 6110 , -405 , 15384 , 9274 , 3966 , 4508 , 430 , 600 , 31 , 49.90 , 645.31 
2019-04-25 10:20:40.667179, 6515 , 6110 , -405 , 15384 , 9274 , 3966 , 4508 , 430 , 600 , 31 , 49.90 , 645.31 
2019-04-25 10:21:09.404808, 6515 , 6110 , -405 , 15384 , 9274 , 3966 , 4508 , 430 , 600 , 31 , 49.90 , 645.31 
2019-04-25 10:21:39.988401, 6515 , 6110 , -405 , 15384 , 9274 , 3966 , 4508 , 430 , 600 , 31 , 49.90 , 645.31 
2019-04-25 10:22:12.829956, 6515 , 6110 , -405 , 15384 , 9274 , 3966 , 4508 , 430 , 600 , 31 , 49.90 , 645.31 
2019-04-25 10:22:40.066168, 6515 , 6110 , -405 , 15384 , 9274 , 3966 , 4508 , 430 , 600 , 31 , 49.90 , 645.31 
2019-04-25 10:23:10.843985, 6515 , 6110 , -405 , 15384 , 9274 , 3966 , 4508 , 430 , 600 , 31 , 49.90 , 645.31 
2019-04-25 10:23:40.332196, 6515 , 6110 , -405 , 15384 , 9274 , 3966 , 4508 , 430 , 600 , 31 , 49.90 , 645.31 
2019-04-25 10:24:10.182068, 6515 , 6110 , -405 , 15384 , 9274 , 3966 , 4508 , 430 , 600 , 31 , 49.90 , 645.31 
2019-04-25 10:24:40.517268, 6515 , 6181 , -334 , 15400 , 9219 , 3947 , 4471 , 430 , 600 , 31 , 49.91 , 583.43 
2019-04-25 10:25:09.867120, 6515 , 6181 , -334 , 15400 , 9219 , 3947 , 4471 , 430 , 600 , 31 , 49.91 , 583.43 
2019-04-25 10:25:39.677645, 6515 , 6181 , -334 , 15400 , 9219 , 3947 , 4471 , 430 , 600 , 31 , 49.91 , 583.43 
2019-04-25 10:26:12.514176, 6515 , 6181 , -334 , 15400 , 9219 , 3947 , 4471 , 430 , 600 , 31 , 49.91 , 583.43 
2019-04-25 10:26:41.049545, 6515 , 6181 , -334 , 15400 , 9219 , 3947 , 4471 , 430 , 600 , 31 , 49.91 , 583.43 
2019-04-25 10:27:09.816252, 6515 , 6181 , -334 , 15400 , 9219 , 3947 , 4471 , 430 , 600 , 31 , 49.91 , 583.43 
2019-04-25 10:27:39.514189, 6515 , 6181 , -334 , 15400 , 9219 , 3947 , 4471 , 430 , 600 , 31 , 49.91 , 583.43 
2019-04-25 10:28:11.050472, 6515 , 6181 , -334 , 15400 , 9219 , 3947 , 4471 , 430 , 600 , 31 , 49.91 , 583.43 
2019-04-25 10:28:40.153271, 6515 , 6181 , -334 , 15400 , 9219 , 3947 , 4471 , 430 , 600 , 31 , 49.91 , 583.43 
2019-04-25 10:29:12.375726, 6515 , 6181 , -334 , 15400 , 9219 , 3947 , 4471 , 430 , 600 , 31 , 49.91 , 583.43 
2019-04-25 10:29:39.961715, 6515 , 6341 , -174 , 15505 , 9164 , 3932 , 4434 , 428 , 600 , 31 , 49.97 , 397.80 
2019-04-25 10:30:11.083406, 6515 , 6341 , -174 , 15505 , 9164 , 3932 , 4434 , 428 , 600 , 31 , 49.97 , 397.80 
2019-04-25 10:30:39.485646, 6515 , 6341 , -174 , 15505 , 9164 , 3932 , 4434 , 428 , 600 , 31 , 49.97 , 397.80 
2019-04-25 10:31:10.183435, 6515 , 6341 , -174 , 15505 , 9164 , 3932 , 4434 , 428 , 600 , 31 , 49.97 , 397.80 
2019-04-25 10:31:47.861764, 6515 , 6341 , -174 , 15505 , 9164 , 3932 , 4434 , 428 , 600 , 31 , 49.97 , 397.80 
2019-04-25 19:50:12.502785, 8392 , 8530 , 138 , 18658 , 10128 , 3874 , 5402 , 478 , 600 , 31 , 50.05 , 0.00 
2019-04-25 19:53:28.012434, 8392 , 8530 , 138 , 18658 , 10128 , 3874 , 5402 , 478 , 600 , 31 , 50.05 , 0.00 
2019-04-25 19:54:00.356350, 8392 , 8530 , 138 , 18658 , 10128 , 3874 , 5402 , 478 , 600 , 31 , 50.05 , 0.00 
2019-04-25 19:54:22.023134, 8392 , 8530 , 138 , 18658 , 10128 , 3874 , 5402 , 478 , 600 , 31 , 50.05 , 0.00 
2019-04-25 19:55:11.284700, 8392 , 8578 , 186 , 18672 , 10094 , 3870 , 5375 , 476 , 600 , 31 , 50.04 , 61.00 
2019-04-25 19:55:13.080589, 8392 , 8578 , 186 , 18672 , 10094 , 3870 , 5375 , 476 , 600 , 31 , 50.04 , 61.00 
2019-04-25 19:55:45.588157, 8392 , 8578 , 186 , 18672 , 10094 , 3870 , 5375 , 476 , 600 , 31 , 50.04 , 61.00 
2019-04-25 19:56:17.449559, 8392 , 8578 , 186 , 18672 , 10094 , 3870 , 5375 , 476 , 600 , 31 , 50.04 , 61.00 
2019-04-25 19:57:13.503906, 8392 , 8578 , 186 , 18672 , 10094 , 3870 , 5375 , 476 , 600 , 31 , 50.04 , 61.00 
2019-04-25 19:57:20.098204, 8392 , 8578 , 186 , 18672 , 10094 , 3870 , 5375 , 476 , 600 , 31 , 50.04 , 61.00 
2019-04-25 19:58:12.095456, 8392 , 8578 , 186 , 18672 , 10094 , 3870 , 5375 , 476 , 600 , 31 , 50.04 , 61.00 
2019-04-25 19:59:14.627404, 8392 , 8578 , 186 , 18672 , 10094 , 3870 , 5375 , 476 , 600 , 31 , 50.04 , 61.00 
2019-04-25 19:59:21.603813, 8392 , 8578 , 186 , 18672 , 10094 , 3870 , 5375 , 476 , 600 , 31 , 50.04 , 61.00 
2019-04-25 19:59:45.598112, 8392 , 8681 , 289 , 18781 , 10100 , 3870 , 5379 , 478 , 600 , 31 , 50.07 , 0.00 
2019-04-25 20:00:18.406403, 8392 , 8681 , 289 , 18781 , 10100 , 3870 , 5379 , 478 , 600 , 31 , 50.07 , 0.00 
2019-04-25 20:00:50.106837, 8392 , 8681 , 289 , 18781 , 10100 , 3870 , 5379 , 478 , 600 , 31 , 50.07 , 0.00 
2019-04-25 20:01:11.117530, 8392 , 8681 , 289 , 18781 , 10100 , 3870 , 5379 , 478 , 600 , 31 , 50.07 , 0.00 
2019-04-25 20:02:16.151489, 8392 , 8681 , 289 , 18781 , 10100 , 3870 , 5379 , 478 , 600 , 31 , 50.07 , 0.00 
2019-04-25 20:03:15.101328, 8392 , 8681 , 289 , 18781 , 10100 , 3870 , 5379 , 478 , 600 , 31 , 50.07 , 0.00 
2019-04-25 20:03:43.517274, 8392 , 8681 , 289 , 18781 , 10100 , 3870 , 5379 , 478 , 600 , 31 , 50.07 , 0.00 
2019-04-25 20:04:18.343450, 8392 , 8681 , 289 , 18781 , 10100 , 3870 , 5379 , 478 , 600 , 31 , 50.07 , 0.00 
2019-04-25 20:05:10.977482, 8787 , 8762 , -25 , 18822 , 10060 , 3858 , 5352 , 477 , 600 , 31 , 50.16 , 0.00 
2019-04-25 20:06:28.373840, 8787 , 8762 , -25 , 18822 , 10060 , 3858 , 5352 , 477 , 600 , 31 , 50.16 , 0.00 
2019-04-25 20:06:40.541991, 8787 , 8762 , -25 , 18822 , 10060 , 3858 , 5352 , 477 , 600 , 31 , 50.16 , 0.00 
2019-04-25 20:07:14.512826, 8787 , 8762 , -25 , 18822 , 10060 , 3858 , 5352 , 477 , 600 , 31 , 50.16 , 0.00 
2019-04-25 20:08:13.189349, 8787 , 8762 , -25 , 18822 , 10060 , 3858 , 5352 , 477 , 600 , 31 , 50.16 , 0.00 
2019-04-25 20:08:44.212498, 8787 , 8762 , -25 , 18822 , 10060 , 3858 , 5352 , 477 , 600 , 31 , 50.16 , 0.00 
2019-04-25 20:09:11.369661, 8787 , 8762 , -25 , 18822 , 10060 , 3858 , 5352 , 477 , 600 , 31 , 50.16 , 0.00 
2019-04-25 20:10:13.177845, 8787 , 8751 , -36 , 18819 , 10068 , 3841 , 5356 , 498 , 600 , 31 , 50.04 , 61.00 
2019-04-25 20:10:43.468455, 8787 , 8751 , -36 , 18819 , 10068 , 3841 , 5356 , 498 , 600 , 31 , 50.04 , 61.00 
2019-04-25 20:11:10.027930, 8787 , 8751 , -36 , 18819 , 10068 , 3841 , 5356 , 498 , 600 , 31 , 50.04 , 61.00 
2019-04-25 20:12:12.700654, 8787 , 8751 , -36 , 18819 , 10068 , 3841 , 5356 , 498 , 600 , 31 , 50.04 , 61.00 
2019-04-25 20:13:13.802650, 8787 , 8751 , -36 , 18819 , 10068 , 3841 , 5356 , 498 , 600 , 31 , 50.04 , 61.00 
2019-04-25 20:13:40.025729, 8787 , 8751 , -36 , 18819 , 10068 , 3841 , 5356 , 498 , 600 , 31 , 50.04 , 61.00 
2019-04-25 20:15:13.201221, 8787 , 8753 , -34 , 18820 , 10066 , 3847 , 5347 , 499 , 600 , 31 , 50.02 , 182.99 
2019-04-25 20:16:15.758677, 8787 , 8753 , -34 , 18820 , 10066 , 3847 , 5347 , 499 , 600 , 31 , 50.02 , 182.99 
2019-04-25 20:17:15.347613, 8787 , 8753 , -34 , 18820 , 10066 , 3847 , 5347 , 499 , 600 , 31 , 50.02 , 182.99 
2019-04-25 20:18:15.282504, 8787 , 8753 , -34 , 18820 , 10066 , 3847 , 5347 , 499 , 600 , 31 , 50.02 , 182.99 
2019-04-25 20:20:11.226454, 8843 , 8747 , -96 , 18818 , 10072 , 3861 , 5336 , 504 , 600 , 31 , 50.05 , 0.00 
2019-04-25 20:21:14.078836, 8843 , 8747 , -96 , 18818 , 10072 , 3861 , 5336 , 504 , 600 , 31 , 50.05 , 0.00 
2019-04-25 20:22:11.273256, 8843 , 8747 , -96 , 18818 , 10072 , 3861 , 5336 , 504 , 600 , 31 , 50.05 , 0.00 
2019-04-25 20:23:54.536126, 8843 , 8747 , -96 , 18818 , 10072 , 3861 , 5336 , 504 , 600 , 31 , 50.05 , 0.00 
2019-04-25 20:26:20.786947, 8843 , 8701 , -142 , 18812 , 10110 , 3879 , 5361 , 504 , 600 , 31 , 50.00 , 335.92 
2019-04-25 20:27:19.724482, 8843 , 8701 , -142 , 18812 , 10110 , 3879 , 5361 , 504 , 600 , 31 , 50.00 , 335.92 
2019-04-25 20:28:42.000203, 8843 , 8701 , -142 , 18812 , 10110 , 3879 , 5361 , 504 , 600 , 31 , 50.00 , 335.92 
2019-04-25 20:31:14.371810, 8843 , 8701 , -142 , 18811 , 10110 , 3866 , 5378 , 499 , 600 , 31 , 50.01 , 243.98 
2019-04-25 20:32:17.625750, 8843 , 8701 , -142 , 18811 , 10110 , 3866 , 5378 , 499 , 600 , 31 , 50.01 , 243.98 
2019-04-25 20:35:48.381156, 8604 , 8761 , 157 , 18854 , 10093 , 3851 , 5377 , 499 , 600 , 31 , 49.98 , 366.86 
2019-04-25 20:36:22.005375, 8604 , 8761 , 157 , 18854 , 10093 , 3851 , 5377 , 499 , 600 , 31 , 49.98 , 366.86 
2019-04-25 20:37:14.767580, 8604 , 8761 , 157 , 18854 , 10093 , 3851 , 5377 , 499 , 600 , 31 , 49.98 , 366.86 
2019-04-25 20:38:48.629518, 8604 , 8761 , 157 , 18854 , 10093 , 3851 , 5377 , 499 , 600 , 31 , 49.98 , 366.86 
2019-04-25 20:41:11.079677, 8604 , 8727 , 123 , 18887 , 10160 , 3849 , 5441 , 505 , 600 , 31 , 50.00 , 304.98 
2019-04-25 20:42:12.421881, 8604 , 8727 , 123 , 18887 , 10160 , 3849 , 5441 , 505 , 600 , 31 , 50.00 , 304.98 
2019-04-25 20:45:26.729581, 8604 , 8692 , 88 , 18885 , 10192 , 3849 , 5471 , 506 , 600 , 31 , 50.06 , 0.00 
2019-04-25 20:45:50.405734, 8604 , 8692 , 88 , 18885 , 10192 , 3849 , 5471 , 506 , 600 , 31 , 50.06 , 0.00 
2019-04-25 20:46:46.271252, 8604 , 8692 , 88 , 18885 , 10192 , 3849 , 5471 , 506 , 600 , 31 , 50.06 , 0.00 
2019-04-25 20:47:21.715601, 8604 , 8692 , 88 , 18885 , 10192 , 3849 , 5471 , 506 , 600 , 31 , 50.06 , 0.00 
2019-04-25 20:48:45.832415, 8604 , 8692 , 88 , 18885 , 10192 , 3849 , 5471 , 506 , 600 , 31 , 50.06 , 0.00 
2019-04-25 20:50:45.709690, 8608 , 8733 , 125 , 18912 , 10180 , 3863 , 5444 , 506 , 600 , 31 , 50.04 , 121.99 
2019-04-25 20:51:18.335378, 8608 , 8733 , 125 , 18912 , 10180 , 3863 , 5444 , 506 , 600 , 31 , 50.04 , 121.99 
2019-04-25 20:52:20.023996, 8608 , 8733 , 125 , 18912 , 10180 , 3863 , 5444 , 506 , 600 , 31 , 50.04 , 121.99 
2019-04-25 20:53:46.922648, 8608 , 8733 , 125 , 18912 , 10180 , 3863 , 5444 , 506 , 600 , 31 , 50.04 , 121.99 
2019-04-25 20:56:13.474212, 8608 , 8747 , 139 , 18939 , 10192 , 3860 , 5461 , 504 , 600 , 31 , 50.04 , 61.00 
2019-04-25 20:57:20.047872, 8608 , 8747 , 139 , 18939 , 10192 , 3860 , 5461 , 504 , 600 , 31 , 50.04 , 61.00 
2019-04-25 20:58:10.807220, 8608 , 8747 , 139 , 18939 , 10192 , 3860 , 5461 , 504 , 600 , 31 , 50.04 , 61.00 
2019-04-25 20:58:26.363662, 8608 , 8747 , 139 , 18939 , 10192 , 3860 , 5461 , 504 , 600 , 31 , 50.04 , 61.00 
2019-04-25 20:58:31.903496, 8608 , 8747 , 139 , 18939 , 10192 , 3860 , 5461 , 504 , 600 , 31 , 50.04 , 61.00 
2019-04-25 20:58:52.949965, 8608 , 8747 , 139 , 18939 , 10192 , 3860 , 5461 , 504 , 600 , 31 , 50.04 , 61.00 
2019-04-25 20:59:07.592491, 8608 , 8747 , 139 , 18939 , 10192 , 3860 , 5461 , 504 , 600 , 31 , 50.04 , 61.00 
2019-04-25 21:00:17.174678, 8608 , 8697 , 89 , 18912 , 10215 , 3880 , 5459 , 505 , 600 , 31 , 50.04 , 61.00 
2019-04-25 21:01:13.762397, 8608 , 8697 , 89 , 18912 , 10215 , 3880 , 5459 , 505 , 600 , 31 , 50.04 , 61.00 
2019-04-25 21:02:48.593577, 8608 , 8697 , 89 , 18912 , 10215 , 3880 , 5459 , 505 , 600 , 31 , 50.04 , 61.00 
2019-04-25 21:02:49.884096, 8608 , 8697 , 89 , 18912 , 10215 , 3880 , 5459 , 505 , 600 , 31 , 50.04 , 61.00 
2019-04-25 22:06:00.969816, 8192 , 8408 , 216 , 18603 , 10195 , 3885 , 5429 , 508 , 600 , 31 , 49.95 , 459.67 
2019-04-25 22:07:09.295712, 8192 , 8408 , 216 , 18603 , 10195 , 3885 , 5429 , 508 , 600 , 31 , 49.95 , 459.67 
2019-04-25 22:07:39.473320, 8192 , 8408 , 216 , 18603 , 10195 , 3885 , 5429 , 508 , 600 , 31 , 49.95 , 459.67 
2019-04-25 22:09:41.000110, 8192 , 8280 , 88 , 18486 , 10206 , 3886 , 5437 , 508 , 600 , 31 , 49.82 , 800.00 
2019-04-25 22:10:14.429644, 8192 , 8280 , 88 , 18486 , 10206 , 3886 , 5437 , 508 , 600 , 31 , 49.82 , 800.00 
2019-04-25 22:10:48.700869, 8192 , 8280 , 88 , 18486 , 10206 , 3886 , 5437 , 508 , 600 , 31 , 49.82 , 800.00 
2019-04-25 22:12:11.659970, 8192 , 8280 , 88 , 18486 , 10206 , 3886 , 5437 , 508 , 600 , 31 , 49.82 , 800.00 
2019-04-25 22:15:21.739657, 8192 , 8289 , 97 , 18536 , 10247 , 3900 , 5465 , 508 , 600 , 31 , 49.80 , 800.00 
2019-04-25 22:15:44.291567, 8192 , 8289 , 97 , 18536 , 10247 , 3900 , 5465 , 508 , 600 , 31 , 49.80 , 800.00 
2019-04-25 22:17:00.803154, 8192 , 8289 , 97 , 18536 , 10247 , 3900 , 5465 , 508 , 600 , 31 , 49.80 , 800.00 
2019-04-25 22:18:28.302488, 8192 , 8289 , 97 , 18536 , 10247 , 3900 , 5465 , 508 , 600 , 31 , 49.80 , 800.00 
2019-04-25 22:18:52.865366, 8192 , 8289 , 97 , 18536 , 10247 , 3900 , 5465 , 508 , 600 , 31 , 49.80 , 800.00 
2019-04-25 22:19:33.877082, 8192 , 8289 , 97 , 18536 , 10247 , 3900 , 5465 , 508 , 600 , 31 , 49.80 , 800.00 
2019-04-25 22:20:19.374465, 8197 , 8202 , 5 , 18510 , 10308 , 3908 , 5499 , 528 , 600 , 31 , 49.82 , 800.00 
2019-04-25 22:23:16.824678, 8197 , 8202 , 5 , 18510 , 10308 , 3908 , 5499 , 528 , 600 , 31 , 49.82 , 800.00 
2019-04-25 22:23:42.055072, 8197 , 8202 , 5 , 18510 , 10308 , 3908 , 5499 , 528 , 600 , 31 , 49.82 , 800.00 
2019-04-25 22:24:12.013474, 8197 , 8202 , 5 , 18510 , 10308 , 3908 , 5499 , 528 , 600 , 31 , 49.82 , 800.00 
2019-04-25 22:24:52.174369, 8197 , 8253 , 56 , 18543 , 10290 , 3881 , 5510 , 529 , 600 , 31 , 49.83 , 800.00 
2019-04-25 22:25:29.704887, 8197 , 8253 , 56 , 18543 , 10290 , 3881 , 5510 , 529 , 600 , 31 , 49.83 , 800.00 
2019-04-25 22:27:07.446415, 8197 , 8253 , 56 , 18543 , 10290 , 3881 , 5510 , 529 , 600 , 31 , 49.83 , 800.00 
2019-04-25 22:27:53.825144, 8197 , 8253 , 56 , 18543 , 10290 , 3881 , 5510 , 529 , 600 , 31 , 49.83 , 800.00 
2019-04-25 22:29:02.515129, 8197 , 8253 , 56 , 18543 , 10290 , 3881 , 5510 , 529 , 600 , 31 , 49.83 , 800.00 
2019-04-25 22:30:14.806305, 8197 , 8252 , 55 , 18560 , 10315 , 3907 , 5510 , 528 , 600 , 31 , 49.90 , 614.37 
2019-04-25 22:30:52.815732, 8197 , 8252 , 55 , 18560 , 10315 , 3907 , 5510 , 528 , 600 , 31 , 49.90 , 614.37 
2019-04-25 22:32:09.214164, 8197 , 8252 , 55 , 18560 , 10315 , 3907 , 5510 , 528 , 600 , 31 , 49.90 , 614.37 
2019-04-25 22:32:24.176259, 8197 , 8252 , 55 , 18560 , 10315 , 3907 , 5510 , 528 , 600 , 31 , 49.90 , 614.37 
2019-04-25 22:33:00.925600, 8197 , 8252 , 55 , 18560 , 10315 , 3907 , 5510 , 528 , 600 , 31 , 49.90 , 614.37 
2019-04-25 22:34:00.201600, 8197 , 8252 , 55 , 18560 , 10315 , 3907 , 5510 , 528 , 600 , 31 , 49.90 , 614.37 
2019-04-25 22:36:27.585312, 8074 , 8257 , 183 , 18573 , 10316 , 3896 , 5521 , 528 , 600 , 31 , 49.91 , 614.37 
2019-04-25 22:36:32.363567, 8074 , 8257 , 183 , 18573 , 10316 , 3896 , 5521 , 528 , 600 , 31 , 49.91 , 614.37 
2019-04-25 22:37:07.888179, 8074 , 8257 , 183 , 18573 , 10316 , 3896 , 5521 , 528 , 600 , 31 , 49.91 , 614.37 
2019-04-25 22:37:25.469350, 8074 , 8257 , 183 , 18573 , 10316 , 3896 , 5521 , 528 , 600 , 31 , 49.91 , 614.37 
2019-04-25 22:42:29.493932, 8074 , 8238 , 164 , 18552 , 10313 , 3890 , 5526 , 527 , 600 , 31 , 49.91 , 583.43 
2019-04-25 22:42:30.836070, 8074 , 8238 , 164 , 18552 , 10313 , 3890 , 5526 , 527 , 600 , 31 , 49.91 , 583.43 
2019-04-25 22:43:09.842885, 8074 , 8238 , 164 , 18552 , 10313 , 3890 , 5526 , 527 , 600 , 31 , 49.91 , 583.43 
2019-04-25 22:43:24.946988, 8074 , 8238 , 164 , 18552 , 10313 , 3890 , 5526 , 527 , 600 , 31 , 49.91 , 583.43 
2019-04-25 22:44:04.435506, 8074 , 8238 , 164 , 18552 , 10313 , 3890 , 5526 , 527 , 600 , 31 , 49.91 , 583.43 
2019-04-25 22:45:25.480223, 8074 , 8209 , 135 , 18505 , 10296 , 3896 , 5502 , 528 , 600 , 31 , 49.92 , 552.49 
2019-04-25 22:46:49.559809, 8074 , 8209 , 135 , 18505 , 10296 , 3896 , 5502 , 528 , 600 , 31 , 49.92 , 552.49 
2019-04-25 22:46:59.674899, 8074 , 8209 , 135 , 18505 , 10296 , 3896 , 5502 , 528 , 600 , 31 , 49.92 , 552.49 
2019-04-25 22:47:23.479188, 8074 , 8209 , 135 , 18505 , 10296 , 3896 , 5502 , 528 , 600 , 31 , 49.92 , 552.49 
2019-04-25 22:48:14.687434, 8074 , 8209 , 135 , 18505 , 10296 , 3896 , 5502 , 528 , 600 , 31 , 49.92 , 552.49 
2019-04-25 22:48:24.398619, 8074 , 8209 , 135 , 18505 , 10296 , 3896 , 5502 , 528 , 600 , 31 , 49.92 , 552.49 
2019-04-25 22:48:54.599917, 8074 , 8209 , 135 , 18505 , 10296 , 3896 , 5502 , 528 , 600 , 31 , 49.92 , 552.49 
2019-04-25 22:50:16.114510, 7890 , 8133 , 243 , 18435 , 10302 , 3894 , 5510 , 528 , 600 , 31 , 49.91 , 614.37 
2019-04-25 22:50:52.425462, 7890 , 8133 , 243 , 18435 , 10302 , 3894 , 5510 , 528 , 600 , 31 , 49.91 , 614.37 
2019-04-25 22:51:47.592728, 7890 , 8133 , 243 , 18435 , 10302 , 3894 , 5510 , 528 , 600 , 31 , 49.91 , 614.37 
2019-04-25 22:52:11.874056, 7890 , 8133 , 243 , 18435 , 10302 , 3894 , 5510 , 528 , 600 , 31 , 49.91 , 614.37 
2019-04-25 22:52:18.471511, 7890 , 8133 , 243 , 18435 , 10302 , 3894 , 5510 , 528 , 600 , 31 , 49.91 , 614.37 
2019-04-25 22:53:01.555927, 7890 , 8133 , 243 , 18435 , 10302 , 3894 , 5510 , 528 , 600 , 31 , 49.91 , 614.37 
2019-04-25 22:53:36.604390, 7890 , 8133 , 243 , 18435 , 10302 , 3894 , 5510 , 528 , 600 , 31 , 49.91 , 614.37 
2019-04-25 22:54:05.890754, 7890 , 8133 , 243 , 18435 , 10302 , 3894 , 5510 , 528 , 600 , 31 , 49.91 , 614.37 
2019-04-25 22:54:51.405032, 7890 , 8123 , 233 , 18425 , 10302 , 3896 , 5505 , 527 , 600 , 31 , 49.96 , 459.67 
2019-04-25 22:55:13.495320, 7890 , 8123 , 233 , 18425 , 10302 , 3896 , 5505 , 527 , 600 , 31 , 49.96 , 459.67 
2019-04-25 22:56:26.540840, 7890 , 8123 , 233 , 18425 , 10302 , 3896 , 5505 , 527 , 600 , 31 , 49.96 , 459.67 
2019-04-25 22:57:00.408453, 7890 , 8123 , 233 , 18425 , 10302 , 3896 , 5505 , 527 , 600 , 31 , 49.96 , 459.67 
2019-04-25 22:57:15.190301, 7890 , 8123 , 233 , 18425 , 10302 , 3896 , 5505 , 527 , 600 , 31 , 49.96 , 459.67 
2019-04-25 22:57:57.043802, 7890 , 8123 , 233 , 18425 , 10302 , 3896 , 5505 , 527 , 600 , 31 , 49.96 , 459.67 
2019-04-25 22:58:31.277145, 7890 , 8123 , 233 , 18425 , 10302 , 3896 , 5505 , 527 , 600 , 31 , 49.96 , 459.67 
2019-04-25 22:58:53.387178, 7890 , 8123 , 233 , 18425 , 10302 , 3896 , 5505 , 527 , 600 , 31 , 49.96 , 459.67 
2019-04-25 23:00:17.390411, 7890 , 8076 , 186 , 18392 , 10316 , 3891 , 5523 , 528 , 600 , 31 , 50.01 , 243.98 
